Practice ID,Practice Type,Driver ID,Event ID,Position,Time,Laps Completed
702,2,4.0,21,7,01:28.9,23
703,2,5.0,21,8,01:28.9,23
704,2,17.0,21,9,01:28.9,25
705,2,9.0,21,10,01:29.0,26
706,2,8.0,21,11,01:29.1,22
707,2,12.0,21,12,01:29.2,22
708,2,15.0,21,13,01:29.2,27
709,2,7.0,21,14,01:29.2,26
710,2,6.0,21,15,01:29.2,21
711,2,19.0,21,16,01:29.3,24
712,2,14.0,21,17,01:29.4,22
713,2,10.0,21,18,01:29.6,25
714,2,,21,19,01:29.9,25
715,2,11.0,21,20,01:30.0,27
716,3,2.0,1,1,01:32.3,13
717,3,0.0,1,2,01:32.3,13
718,3,1.0,1,3,01:32.4,12
719,3,4.0,1,4,01:32.6,17
720,3,18.0,1,5,01:32.6,21
721,3,6.0,1,6,01:32.7,17
722,3,5.0,1,7,01:32.9,16
723,3,3.0,1,8,01:32.9,21
724,3,19.0,1,9,01:33.0,12
725,3,8.0,1,10,01:33.1,13
726,3,17.0,1,11,01:33.1,16
727,3,15.0,1,12,01:33.2,13
728,3,16.0,1,13,01:33.2,16
729,3,12.0,1,14,01:33.4,21
730,3,14.0,1,15,01:33.4,23
731,3,10.0,1,16,01:33.5,15
732,3,7.0,1,17,01:33.6,14
733,3,11.0,1,18,01:33.7,15
734,3,9.0,1,19,01:33.9,15
735,3,13.0,1,20,01:34.1,18
736,3,0.0,2,1,01:28.5,20
737,3,1.0,2,2,01:29.1,15
738,3,2.0,2,3,01:29.5,21
739,3,5.0,2,4,01:29.5,21
740,3,4.0,2,5,01:29.6,18
741,3,18.0,2,6,01:29.6,16
742,3,16.0,2,7,01:29.7,18
743,3,19.0,2,8,01:29.7,23
744,3,8.0,2,9,01:29.7,19
745,3,3.0,2,10,01:29.8,16
746,3,6.0,2,11,01:29.8,19
747,3,15.0,2,12,01:29.9,21
748,3,14.0,2,13,01:29.9,19
749,3,17.0,2,14,01:30.0,19
750,3,9.0,2,15,01:30.0,18
751,3,11.0,2,16,01:30.0,18
752,3,12.0,2,17,01:30.1,15
753,3,7.0,2,18,01:30.3,20
754,3,10.0,2,19,01:30.8,20
755,3,0.0,3,1,01:17.6,24
756,3,2.0,3,2,01:17.7,26
757,3,17.0,3,3,01:17.9,23
758,3,6.0,3,4,01:18.0,23
759,3,8.0,3,5,01:18.1,23
760,3,1.0,3,6,01:18.1,18
761,3,3.0,3,7,01:18.1,29
762,3,4.0,3,8,01:18.1,25
763,3,5.0,3,9,01:18.2,22
764,3,15.0,3,10,01:18.3,20
765,3,14.0,3,11,01:18.4,24
766,3,9.0,3,12,01:18.6,21
767,3,18.0,3,13,01:18.7,28
768,3,19.0,3,14,01:18.7,21
769,3,7.0,3,15,01:18.8,24
770,3,10.0,3,16,01:18.9,22
771,3,11.0,3,17,01:18.9,20
772,3,12.0,3,18,01:19.1,26
773,3,13.0,3,19,01:19.1,23
774,3,16.0,3,20,01:19.1,12
775,3,0.0,5,1,01:27.5,18
776,3,18.0,5,2,01:27.9,26
777,3,1.0,5,3,01:28.1,22
778,3,3.0,5,4,01:28.1,27
779,3,17.0,5,5,01:28.4,25
780,3,8.0,5,6,01:28.4,24
781,3,7.0,5,7,01:28.5,19
782,3,14.0,5,8,01:28.5,16
783,3,9.0,5,9,01:28.6,20
784,3,6.0,5,10,01:28.6,20
785,3,12.0,5,11,01:28.6,14
786,3,2.0,5,12,01:28.6,24
787,3,4.0,5,13,01:28.7,23
788,3,5.0,5,14,01:28.7,24
789,3,15.0,5,15,01:29.1,19
790,3,10.0,5,16,01:29.2,20
791,3,11.0,5,17,01:29.3,20
792,3,19.0,5,18,01:29.4,18
793,3,16.0,5,19,01:29.4,18
794,3,13.0,5,20,01:29.4,22
795,3,0.0,6,1,01:12.8,19
796,3,1.0,6,2,01:12.8,24
797,3,5.0,6,3,01:12.9,20
798,3,3.0,6,4,01:13.3,20
799,3,16.0,6,5,01:13.4,21
800,3,8.0,6,6,01:13.5,24
801,3,18.0,6,7,01:13.5,19
802,3,4.0,6,8,01:13.5,17
803,3,17.0,6,9,01:13.5,18
804,3,7.0,6,10,01:13.5,20
805,3,6.0,6,11,01:13.6,18
806,3,12.0,6,12,01:13.6,13
807,3,14.0,6,13,01:13.7,16
808,3,2.0,6,14,01:13.7,18
809,3,10.0,6,15,01:13.7,21
810,3,15.0,6,16,01:13.8,20
811,3,11.0,6,17,01:13.9,19
812,3,9.0,6,18,01:13.9,23
813,3,19.0,6,19,01:14.0,18
814,3,13.0,6,20,01:14.2,24
815,3,0.0,7,1,01:13.7,14
816,3,1.0,7,2,01:13.9,14
817,3,4.0,7,3,01:14.1,9
818,3,3.0,7,4,01:14.2,20
819,3,2.0,7,5,01:14.3,14
820,3,6.0,7,6,01:14.3,16
821,3,18.0,7,7,01:14.4,18
822,3,7.0,7,8,01:14.4,15
823,3,10.0,7,9,01:14.7,16
824,3,16.0,7,10,01:14.7,20
825,3,15.0,7,11,01:14.7,15
826,3,13.0,7,12,01:14.7,18
827,3,5.0,7,13,01:14.8,14
828,3,14.0,7,14,01:15.0,12
829,3,19.0,7,15,01:15.1,17
830,3,17.0,7,16,01:15.3,15
831,3,12.0,7,17,01:15.5,12
832,3,8.0,7,18,01:15.8,14
833,3,9.0,7,19,01:15.9,13
834,3,11.0,7,20,01:16.5,5
835,3,0.0,8,1,01:23.1,22
836,3,18.0,8,2,01:23.4,22
837,3,2.0,8,3,01:24.5,18
838,3,12.0,8,4,01:24.7,23
839,3,3.0,8,5,01:24.8,14
840,3,8.0,8,6,01:24.8,19
841,3,5.0,8,7,01:24.9,22
842,3,10.0,8,8,01:25.0,24
843,3,7.0,8,9,01:25.0,22
844,3,4.0,8,10,01:25.1,20
845,3,14.0,8,11,01:25.1,20
846,3,19.0,8,12,01:25.2,25
847,3,16.0,8,13,01:25.2,21
848,3,9.0,8,14,01:25.4,21
849,3,6.0,8,15,01:25.4,20
850,3,13.0,8,16,01:25.7,24
851,3,1.0,8,17,01:25.9,20
852,3,15.0,8,18,01:26.8,23
853,3,17.0,8,19,01:26.8,10
854,3,11.0,8,20,01:27.3,16
855,3,18.0,10,1,01:27.4,24
856,3,9.0,10,2,01:27.6,14
857,3,2.0,10,3,01:27.8,17
858,3,8.0,10,4,01:27.9,19
859,3,4.0,10,5,01:27.9,16
860,3,3.0,10,6,01:28.0,21
861,3,11.0,10,7,01:28.2,16
862,3,0.0,10,8,01:28.3,19
863,3,6.0,10,9,01:28.3,17
864,3,10.0,10,10,01:28.3,21
865,3,13.0,10,11,01:28.5,20
866,3,16.0,10,12,01:28.6,18
867,3,5.0,10,13,01:28.6,15
868,3,1.0,10,14,01:28.9,19
869,3,12.0,10,15,01:29.2,13
870,3,17.0,10,16,01:29.2,22
871,3,19.0,10,17,01:29.4,20
872,3,7.0,10,18,01:29.6,15
873,3,14.0,10,19,01:33.6,13
874,3,15.0,10,20,,2
875,3,4.0,11,1,01:17.8,20
876,3,0.0,11,2,01:18.1,23
877,3,1.0,11,3,01:18.1,25
878,3,14.0,11,4,01:18.1,21
879,3,16.0,11,5,01:18.1,19
880,3,6.0,11,6,01:18.1,22
881,3,18.0,11,7,01:18.2,28
882,3,3.0,11,8,01:18.2,29
883,3,2.0,11,9,01:18.4,20
884,3,7.0,11,10,01:18.5,24
885,3,5.0,11,11,01:18.5,20
886,3,15.0,11,12,01:18.5,23
887,3,9.0,11,13,01:18.6,17
888,3,19.0,11,14,01:18.6,19
889,3,12.0,11,15,01:18.6,26
890,3,8.0,11,16,01:18.8,22
891,3,11.0,11,17,01:18.8,16
892,3,20.0,11,18,01:18.8,28
893,3,17.0,11,19,01:19.0,22
894,3,10.0,11,20,01:19.2,29
895,3,0.0,13,1,01:21.6,18
896,3,6.0,13,2,01:22.0,18
897,3,1.0,13,3,01:22.6,18
898,3,2.0,13,4,01:22.6,14
899,3,4.0,13,5,01:22.7,18
900,3,9.0,13,6,01:22.7,19
901,3,19.0,13,7,01:22.9,20
902,3,7.0,13,8,01:23.0,25
903,3,18.0,13,9,01:23.1,12
904,3,16.0,13,10,01:23.2,24
905,3,8.0,13,11,01:23.2,15
906,3,3.0,13,12,01:23.4,17
907,3,10.0,13,13,01:23.5,18
908,3,11.0,13,14,01:23.6,20
909,3,14.0,13,15,01:23.6,20
910,3,17.0,13,16,01:23.8,12
911,3,5.0,13,17,01:24.1,15
912,3,21.0,13,18,01:26.3,26
913,3,15.0,13,19,01:28.5,9
914,3,12.0,13,20,,1
915,3,3.0,14,1,01:20.9,23
916,3,0.0,14,2,01:21.0,23
917,3,4.0,14,3,01:21.5,23
918,3,18.0,14,4,01:21.5,23
919,3,2.0,14,5,01:21.7,24
920,3,6.0,14,6,01:21.7,25
921,3,12.0,14,7,01:21.9,21
922,3,14.0,14,8,01:22.0,27
923,3,9.0,14,9,01:22.1,18
924,3,1.0,14,10,01:22.2,16
925,3,5.0,14,11,01:22.2,31
926,3,21.0,14,12,01:22.3,29
927,3,10.0,14,13,01:22.3,28
928,3,19.0,14,14,01:22.3,17
929,3,11.0,14,15,01:22.4,23
930,3,7.0,14,16,01:22.5,30
931,3,16.0,14,17,01:22.5,24
932,3,17.0,14,18,01:22.7,20
933,3,15.0,14,19,01:22.7,30
934,3,8.0,14,20,01:22.9,22
935,3,3.0,15,1,01:32.1,23
936,3,6.0,15,2,01:32.1,20
937,3,16.0,15,3,01:32.3,17
938,3,0.0,15,4,01:32.4,21
939,3,18.0,15,5,01:32.4,25
940,3,4.0,15,6,01:32.5,18
941,3,19.0,15,7,01:32.7,18
942,3,1.0,15,8,01:32.8,20
943,3,14.0,15,9,01:32.9,18
944,3,10.0,15,10,01:32.9,18
945,3,12.0,15,11,01:33.0,16
946,3,17.0,15,12,01:33.0,19
947,3,2.0,15,13,01:33.1,19
948,3,5.0,15,14,01:33.1,23
949,3,8.0,15,15,01:33.4,19
950,3,21.0,15,16,01:33.4,19
951,3,9.0,15,17,01:33.4,15
952,3,7.0,15,18,01:33.5,26
953,3,15.0,15,19,01:33.6,24
954,3,11.0,15,20,01:33.7,16
955,3,0.0,16,1,01:30.3,12
956,3,16.0,16,2,01:30.5,16
957,3,19.0,16,3,01:30.6,15
958,3,1.0,16,4,01:31.0,12
959,3,18.0,16,5,01:31.0,20
960,3,3.0,16,6,01:31.1,20
961,3,4.0,16,7,01:31.2,13
962,3,6.0,16,8,01:31.5,9
963,3,2.0,16,9,01:31.5,16
964,3,15.0,16,10,01:31.7,15
965,3,7.0,16,11,01:31.7,15
966,3,12.0,16,12,01:31.9,16
967,3,17.0,16,13,01:31.9,13
968,3,10.0,16,14,01:32.0,18
969,3,14.0,16,15,01:32.0,13
970,3,11.0,16,16,01:32.0,13
971,3,21.0,16,17,01:32.0,18
972,3,9.0,16,18,01:32.1,12
973,3,5.0,16,19,01:32.2,19
974,3,8.0,16,20,01:32.2,15
975,3,0.0,19,1,01:17.9,19
976,3,9.0,19,2,01:18.0,19
977,3,1.0,19,3,01:18.0,19
978,3,6.0,19,4,01:18.2,20
979,3,19.0,19,5,01:18.4,22
980,3,7.0,19,6,01:18.4,26
981,3,10.0,19,7,01:18.5,26
982,3,16.0,19,8,01:18.5,21
983,3,20.0,19,9,01:18.5,15
984,3,4.0,19,10,01:18.5,21
985,3,11.0,19,11,01:18.7,15
986,3,15.0,19,12,01:18.9,21
987,3,18.0,19,13,01:19.0,22
988,3,5.0,19,14,01:19.1,21
989,3,3.0,19,15,01:19.3,23
990,3,14.0,19,16,01:19.3,18
991,3,2.0,19,17,01:19.5,21
992,3,8.0,19,18,01:19.5,19
993,3,12.0,19,19,01:19.6,9
994,3,17.0,19,20,01:19.8,19
995,3,0.0,21,1,01:27.5,18
996,3,18.0,21,16,01:27.9,26
997,3,1.0,21,11,01:28.0,22
998,3,3.0,21,55,01:28.1,27
999,3,17.0,21,31,01:28.4,25
1000,3,8.0,21,10,01:28.4,24
1001,3,7.0,21,77,01:28.5,19
1002,3,14.0,21,27,01:28.5,16
1003,3,9.0,21,23,01:28.6,20
1004,3,6.0,21,63,01:28.6,20
1005,3,12.0,21,20,01:28.6,14
1006,3,2.0,21,14,01:28.6,24
1007,3,4.0,21,44,01:28.7,23
1008,3,5.0,21,18,01:28.7,24
1009,3,15.0,21,24,01:29.1,19
1010,3,10.0,21,22,01:29.2,20
1011,3,11.0,21,2,01:29.3,20
1012,3,19.0,21,81,01:29.4,18
1013,3,16.0,21,4,01:29.4,18
1014,3,20.0,21,3,01:29.4,22
